scientific_name,synonyms,common_name,family,genus,growth_habit,duration,native_status,height_mature_ft,leaf_retention,flower_color,bloom_period,drought_tolerance,shade_tolerance,lifespan,usda_symbol,catalog_source
Phyllanthus emblica,Emblica officinalis,emblic,Euphorbiaceae,Phyllanthus,Tree,Perennial,PR(I),,,,,,,,PHEM2,USDA PLANTS (public domain)
Phyllanthus epiphyllanthus,Xylophylla epiphyllantha,swordbush,Euphorbiaceae,Phyllanthus,Shrub,Perennial,PR(N)VI(N),,,,,,,,PHEP,USDA PLANTS (public domain)
Phyllanthus ericoides,,heather leaf-flower,Euphorbiaceae,Phyllanthus,Subshrub,Perennial,L48(N),,,,,,,,PHER2,USDA PLANTS (public domain)
Phyllanthus juglandifolius,Asterandra grandifolia,gamo de costa,Euphorbiaceae,Phyllanthus,"Shrub, Tree",Perennial,PR(N)VI(N),,,,,,,,PHJU2,USDA PLANTS (public domain)
Phyllanthus liebmannianus,,Florida leaf-flower,Euphorbiaceae,Phyllanthus,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,PHLI13,USDA PLANTS (public domain)
Phyllanthus platylepis,Phyllanthus liebmannianus ssp. platylepis,Florida leaf-flower,Euphorbiaceae,Phyllanthus,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PHLIP2,USDA PLANTS (public domain)
Phyllanthus orbicularis,Phyllanthus cuneifolius; Andrachne cuneifolia,wedge leaf-flower,Euphorbiaceae,Phyllanthus,"Tree, Shrub",Perennial,PR(N),,,,,,,,PHOR10,USDA PLANTS (public domain)
Phyllanthus palauensis,,dudurs,Euphorbiaceae,Phyllanthus,Shrub,Perennial,L48(N),,,,,,,,PHPA32,USDA PLANTS (public domain)
Phyllanthus polygonoides,,smartweed leaf-flower,Euphorbiaceae,Phyllanthus,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,PHPO3,USDA PLANTS (public domain)
Phyllanthus pulcher,,tropical leaf-flower,Euphorbiaceae,Phyllanthus,Shrub,Perennial,VI(I),,,,,,,,PHPU11,USDA PLANTS (public domain)
Phyllanthus rupiinsularis,Phyllanthus rupi-insularis,dedulrarubak,Euphorbiaceae,Phyllanthus,Shrub,Perennial,L48(N),,,,,,,,PHRU9,USDA PLANTS (public domain)
Phyllanthus diffusus,Phyllanthus stipulatus,stipulate leaf-flower,Euphorbiaceae,Phyllanthus,"Subshrub, Forb/herb","Annual, Perennial",PR(N)VI(N),,,,,,,,PHST5,USDA PLANTS (public domain)
Phyllodoce ×intermedia,,mountainheath,Ericaceae,Phyllodoce,"Subshrub, Shrub",Perennial,L48(N)CAN(N),,,,,,,,PHIN7,USDA PLANTS (public domain)
Phyllodoce aleutica,,Aleutian mountainheath,Ericaceae,Phyllodoce,"Shrub, Subshrub",Perennial,AK(N),,,,,,,,PHAL4,USDA PLANTS (public domain)
Phyllodoce breweri,,purple mountainheath,Ericaceae,Phyllodoce,"Subshrub, Shrub",Perennial,L48(N),1.0,Yes,Purple,Summer,None,Intermediate,Moderate,PHBR4,USDA PLANTS (public domain)
Phyllodoce caerulea,,blue mountainheath,Ericaceae,Phyllodoce,"Subshrub, Shrub",Perennial,L48(N)AK(N)CAN(N)GL(N),,,,,,,,PHCA10,USDA PLANTS (public domain)
Phyllodoce empetriformis,,pink mountainheath,Ericaceae,Phyllodoce,"Subshrub, Shrub",Perennial,L48(N)AK(N)CAN(N),,,,,,,,PHEM,USDA PLANTS (public domain)
Phyllodoce glanduliflora,Phyllodoce aleutica ssp. glanduliflora,yellow mountainheath,Ericaceae,Phyllodoce,"Subshrub, Shrub",Perennial,L48(N)AK(N)CAN(N),,,,,,,,PHGL6,USDA PLANTS (public domain)
Phyllostachys aurea,,golden bamboo,Poaceae,Phyllostachys,"Graminoid, Shrub, Vine",Perennial,L48(I),15,Yes,,,Low,Intolerant,Long,PHAU8,USDA PLANTS (public domain)
Phyllostachys aureosulcata,,yellow groove bamboo,Poaceae,Phyllostachys,"Shrub, Graminoid",Perennial,L48(I),,,,,,,,PHAU80,USDA PLANTS (public domain)
Phyllostachys bambusoides,,Japanese timber bamboo,Poaceae,Phyllostachys,"Graminoid, Shrub",Perennial,L48(I),,,,,,,,PHBA80,USDA PLANTS (public domain)
Phyllostachys dulcis,,sweetshoot bamboo,Poaceae,Phyllostachys,"Subshrub, Shrub, Graminoid",Perennial,L48(I),,,,,,,,PHDU3,USDA PLANTS (public domain)
Phyllostachys edulis,Phyllostachys pubescens,tortoise shell bamboo,Poaceae,Phyllostachys,"Graminoid, Shrub",Perennial,L48(I),,,,,,,,PHED4,USDA PLANTS (public domain)
Phyllostachys flexuosa,,drooping timber bamboo,Poaceae,Phyllostachys,"Subshrub, Shrub, Graminoid",Perennial,L48(I),,,,,,,,PHFL80,USDA PLANTS (public domain)
Phyllostachys meyeri,,Meyer's bamboo,Poaceae,Phyllostachys,"Subshrub, Shrub, Graminoid",Perennial,L48(I),,,,,,,,PHME80,USDA PLANTS (public domain)
Phyllostachys nigra,Phyllostachys henionis; Phyllostachys nigra var. henionis,black bamboo,Poaceae,Phyllostachys,"Shrub, Graminoid",Perennial,L48(I)HI(I),,,,,,,,PHNI80,USDA PLANTS (public domain)
Phyllostachys rubromarginata,,reddish bamboo,Poaceae,Phyllostachys,"Graminoid, Shrub",Perennial,L48(I),,,,,,,,PHRU7,USDA PLANTS (public domain)
Phyllostachys viridiglaucescens,,greenwax golden bamboo,Poaceae,Phyllostachys,"Subshrub, Shrub, Graminoid",Perennial,L48(I),,,,,,,,PHVI15,USDA PLANTS (public domain)
Phyllostegia alba,Phyllostegia haiti; Phyllostegia ambigua; Phyllostegia degeneri; Phyllostegia chartacea; Phyllostegia elliptica; Phyllostegia konaensis; Phyllostegia longimontis; Phyllostegia brevidens var. ambigua; Phyllostegia brevidens var. expansa; Phyllostegia brevidens var. degeneri; Phyllostegia brevidens var. hirsutula; Phyllostegia brevidens var. pubescens; Phyllostegia brevidens var. heterodoxa; Phyllostegia brevidens var. pauciflora,mountain phyllostegia,Lamiaceae,Phyllostegia,"Shrub, Subshrub, Vine",Perennial,HI(N),,,,,,,,PHAM9,USDA PLANTS (public domain)
Phyllostegia brevidens,Phyllostegia polyantha,Mauna Kea phyllostegia,Lamiaceae,Phyllostegia,"Shrub, Forb/herb, Vine",Perennial,HI(N),,,,,,,,PHBR7,USDA PLANTS (public domain)
Phyllostegia electra,Phyllostegia adenophora; Phyllostegia mollis var. resinosa; Phyllostegia mollis var. fagerlindii; Phyllostegia mollis var. skottsbergii; Phyllostegia mollis var. hochreutineri,nehe kuhiwa,Lamiaceae,Phyllostegia,"Subshrub, Shrub",Perennial,HI(N),,,,,,,,PHEL2,USDA PLANTS (public domain)
Phyllostegia villosa,Phyllostegia forbesii; Phyllostegia floribunda; Phyllostegia floribunda var. forbesii,Hawai'i phyllostegia,Lamiaceae,Phyllostegia,"Subshrub, Shrub",Perennial,HI(N),,,,,,,,PHFL6,USDA PLANTS (public domain)
Phyllostegia grandiflora,,kapana,Lamiaceae,Phyllostegia,"Vine, Subshrub, Shrub",Perennial,HI(N),,,,,,,,PHGR5,USDA PLANTS (public domain)
Phyllostegia hirsuta,Phyllostegia hirsuta var. laxior,Molokai phyllostegia,Lamiaceae,Phyllostegia,"Subshrub, Shrub, Vine",Perennial,HI(N),,,,,,,,PHHI5,USDA PLANTS (public domain)
Phyllostegia renovans,,red-leaf phyllostegia,Lamiaceae,Phyllostegia,Subshrub,Perennial,HI(N),,,,,,,,PHRE7,USDA PLANTS (public domain)
Phyllostegia ledyardii,Phyllostegia stachyoides; Phyllostegia mollis var. glabrescens; Phyllostegia stachyoides var. hitchcockii,Maui phyllostegia,Lamiaceae,Phyllostegia,"Vine, Subshrub, Shrub",Perennial,HI(N),,,,,,,,PHST9,USDA PLANTS (public domain)
Phyllostegia waimeae,,Kauai phyllostegia,Lamiaceae,Phyllostegia,"Vine, Subshrub, Shrub",Perennial,HI(N),,,,,,,,PHWA,USDA PLANTS (public domain)
Physalis angustifolia,,coastal groundcherry,Solanaceae,Physalis,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,PHAN8,USDA PLANTS (public domain)
Physalis crassifolia,,yellow nightshade groundcherry,Solanaceae,Physalis,"Subshrub, Forb/herb","Annual, Perennial",L48(N),,,,,,,,PHCR4,USDA PLANTS (public domain)
Physalis greenei,Physalis crassifolia var. crassifolia; Physalis crassifolia var. cardiophylla,yellow nightshade groundcherry,Solanaceae,Physalis,"Subshrub, Forb/herb","Annual, Perennial",L48(N),,,,,,,,PHCRC4,USDA PLANTS (public domain)
Physalis versicolor,Physalis crassifolia var. versicolor,yellow nightshade groundcherry,Solanaceae,Physalis,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PHCRV,USDA PLANTS (public domain)
Physalis hederifolia,,ivyleaf groundcherry,Solanaceae,Physalis,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PHHE4,USDA PLANTS (public domain)
Physalis comata,Physalis rotundata; Physalis hederifolia var. comata,ivyleaf groundcherry,Solanaceae,Physalis,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PHHEC,USDA PLANTS (public domain)
Physalis fendleri,Physalis fendleri var. cordifolia; Physalis hederifolia var. fendleri; Physalis hederifolia var. cordifolia,Fendler's groundcherry,Solanaceae,Physalis,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,PHHEF,USDA PLANTS (public domain)
Physalis hederifolia var. puberula,Physalis hederifolia var. hederifolia,ivyleaf groundcherry,Solanaceae,Physalis,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PHHEH2,USDA PLANTS (public domain)
Physalis palmeri,Physalis hederifolia var. palmeri,Palmer's groundcherry,Solanaceae,Physalis,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PHHEP2,USDA PLANTS (public domain)
Physalis edulis,Physalis peruviana,Peruvian groundcherry,Solanaceae,Physalis,Shrub,Perennial,L48(I)HI(I)CAN(I),,,,,,,,PHPE4,USDA PLANTS (public domain)
Physocarpus alternans,,dwarf ninebark,Rosaceae,Physocarpus,Shrub,Perennial,L48(N),,,,,,,,PHAL7,USDA PLANTS (public domain)
Physocarpus alternans ssp. alternans,,dwarf ninebark,Rosaceae,Physocarpus,Shrub,Perennial,L48(N),,,,,,,,PHALA6,USDA PLANTS (public domain)
Physocarpus alternans ssp. annulatus,,dwarf ninebark,Rosaceae,Physocarpus,Shrub,Perennial,L48(N),,,,,,,,PHALA7,USDA PLANTS (public domain)
Physocarpus alternans ssp. panamintensis,,dwarf ninebark,Rosaceae,Physocarpus,Shrub,Perennial,L48(N),,,,,,,,PHALP,USDA PLANTS (public domain)
Physocarpus capitatus,Physocarpus opulifolius var. tomentellus,Pacific ninebark,Rosaceae,Physocarpus,Shrub,Perennial,L48(N)AK(N)CAN(N),8.0,No,White,Late Spring,Low,Intolerant,Long,PHCA11,USDA PLANTS (public domain)
Physocarpus malvaceus,,mallow ninebark,Rosaceae,Physocarpus,Shrub,Perennial,L48(N)CAN(N),15,No,White,Late Spring,High,Intolerant,Long,PHMA5,USDA PLANTS (public domain)
Physocarpus monogynus,,mountain ninebark,Rosaceae,Physocarpus,Shrub,Perennial,L48(N),,,,,,,,PHMO4,USDA PLANTS (public domain)
Physocarpus opulifolius,,common ninebark,Rosaceae,Physocarpus,Shrub,Perennial,L48(N)CAN(N),10,No,Purple,Late Spring,High,Intolerant,Moderate,PHOP,USDA PLANTS (public domain)
Physocarpus intermedius,Physocarpus opulifolius var. intermedius; Opulaster intermedius,Atlantic ninebark,Rosaceae,Physocarpus,Shrub,Perennial,L48(N)CAN(N),,,,,,,,PHOPI,USDA PLANTS (public domain)
Physocarpus opulifolius f. nanus,Physocarpus opulifolius var. opulifolius; Spiraea opulifolia; Opulaster australis; Opulaster stellatus; Opulaster alabamensis; Opulaster opulifolius,common ninebark,Rosaceae,Physocarpus,Shrub,Perennial,L48(N)CAN(N),,,,,,,,PHOPO,USDA PLANTS (public domain)
Phytolacca bogotensis,,southern pokeweed,Phytolaccaceae,Phytolacca,"Tree, Shrub",Perennial,L48(I),,,,,,,,PHBO9,USDA PLANTS (public domain)
Picea ×albertiana,Picea glauca var. densata; Picea glauca var. porsildii; Picea glauca var. albertiana; Picea ×albertiana ssp. ogilviei; Picea ×albertiana ssp. albertiana; Picea ×albertiana ssp. albertiana var. densata; Picea ×albertiana ssp. albertiana var. porsildii,Western white spruce,Pinaceae,Picea,Tree,Perennial,L48(N)CAN(N),,,,,,,,PIAL4,USDA PLANTS (public domain)
Picea ×lutzii,,hybrid spruce,Pinaceae,Picea,Tree,Perennial,AK(N)CAN(N)NA(N),,,,,,,,PILU,USDA PLANTS (public domain)
Picea abies,Picea excelsa,Norway spruce,Pinaceae,Picea,Tree,Perennial,L48(I)CAN(I),130,Yes,Yellow,Mid Spring,Medium,Intermediate,Moderate,PIAB,USDA PLANTS (public domain)
Picea breweriana,,Brewer spruce,Pinaceae,Picea,Tree,Perennial,L48(N),100,No,Red,Early Summer,Low,Tolerant,Long,PIBR,USDA PLANTS (public domain)
Picea engelmannii,,Engelmann spruce,Pinaceae,Picea,Tree,Perennial,L48(N)CAN(N),120,Yes,Yellow,Late Spring,Low,Tolerant,Long,PIEN,USDA PLANTS (public domain)
Picea glauca ssp. engelmannii,Picea glauca var. engelmannii; Picea engelmannii var. engelmannii,Engelmann spruce,Pinaceae,Picea,Tree,Perennial,L48(N)CAN(N),,,,,,,,PIENE,USDA PLANTS (public domain)
Picea engelmannii var. mexicana,Picea engelmannii ssp. mexicana,Engelmann spruce,Pinaceae,Picea,Tree,Perennial,L48(N),,,,,,,,PIENM2,USDA PLANTS (public domain)
Picea glauca,Picea canadensis,white spruce,Pinaceae,Picea,Tree,Perennial,L48(N)AK(N)CAN(N)SPM(N),100,Yes,Yellow,Late Spring,High,Intermediate,Moderate,PIGL,USDA PLANTS (public domain)
Picea mariana,Picea mariana var. mariana,black spruce,Pinaceae,Picea,Tree,Perennial,L48(N)AK(N)CAN(N)SPM(N),65,Yes,Yellow,Late Spring,Low,Tolerant,Moderate,PIMA,USDA PLANTS (public domain)
Picea pungens,Picea pungens f. argentea; Picea pungens var. glauca,blue spruce,Pinaceae,Picea,Tree,Perennial,L48(N)CAN(I),100,Yes,Yellow,Late Spring,Medium,Intermediate,Long,PIPU,USDA PLANTS (public domain)
Picea rubens,Picea australis,red spruce,Pinaceae,Picea,Tree,Perennial,L48(N)CAN(N)SPM(N),110,Yes,Yellow,Mid Spring,Medium,Tolerant,Long,PIRU,USDA PLANTS (public domain)
Picea sitchensis,,Sitka spruce,Pinaceae,Picea,Tree,Perennial,L48(N)AK(N)CAN(N),200,Yes,Yellow,Late Spring,Low,Tolerant,Long,PISI,USDA PLANTS (public domain)
Pickeringia montana,,chaparral pea,Fabaceae,Pickeringia,Shrub,Perennial,L48(N),,,,,,,,PIMO5,USDA PLANTS (public domain)
Pickeringia montana var. montana,,chaparral pea,Fabaceae,Pickeringia,Shrub,Perennial,L48(N),,,,,,,,PIMOM,USDA PLANTS (public domain)
Pickeringia montana var. tomentosa,Pickeringia montana ssp. tomentosa,chaparral pea,Fabaceae,Pickeringia,Shrub,Perennial,L48(N),,,,,,,,PIMOT2,USDA PLANTS (public domain)
Picradeniopsis oppositifolia,Bahia oppositifolia,oppositeleaf bahia,Asteraceae,Picradeniopsis,"Subshrub, Forb/herb",Perennial,L48(N)CAN(I),,,,,,,,PIOP,USDA PLANTS (public domain)
Picradeniopsis woodhousei,Bahia woodhousei,Woodhouse's bahia,Asteraceae,Picradeniopsis,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PIWO,USDA PLANTS (public domain)
Picramnia pentandra,,Florida bitterbush,Simaroubaceae,Picramnia,"Tree, Shrub",Perennial,L48(N)PR(N)VI(N),,,,,,,,PIPE,USDA PLANTS (public domain)
Picrasma antillana,Aeschrion antillana,bitter ash,Simaroubaceae,Picrasma,Tree,Perennial,VI(N),,,,,,,,PIAN2,USDA PLANTS (public domain)
Picrasma excelsa,Quassia excelsa; Aeschrion excelsa,bitterwood,Simaroubaceae,Picrasma,Tree,Perennial,PR(N)VI(N),,,,,,,,PIEX,USDA PLANTS (public domain)
Picrothamnus desertorum,Artemisia spinescens,bud sagebrush,Asteraceae,Picrothamnus,"Subshrub, Shrub",Perennial,L48(N),2.0,No,Yellow,Mid Spring,High,Intolerant,Long,PIDE4,USDA PLANTS (public domain)
Pictetia aculeata,,fustic,Fabaceae,Pictetia,"Tree, Shrub",Perennial,PR(N)VI(N),10,No,Yellow,,Medium,,Short,PIAC,USDA PLANTS (public domain)
Pieris floribunda,,mountain fetterbush,Ericaceae,Pieris,Shrub,Perennial,L48(N),,,,,,,,PIFL,USDA PLANTS (public domain)
Pieris phillyreifolia,Ampelothamnus phillyreifolius,climbing fetterbush,Ericaceae,Pieris,"Shrub, Vine",Perennial,L48(N),,,,,,,,PIPH,USDA PLANTS (public domain)
Pilea margarettiae,,Margarett's clearweed,Urticaceae,Pilea,"Forb/herb, Subshrub",Perennial,PR(N)VI(N),,,,,,,,PIMA5,USDA PLANTS (public domain)
Pilea microphylla,Parietaria microphylla,rockweed,Urticaceae,Pilea,"Subshrub, Forb/herb","Annual, Perennial",L48(N)HI(I)PR(N)VI(N),,,,,,,,PIMI2,USDA PLANTS (public domain)
Pilea multicaulis,,Liquillo Mountain clearweed,Urticaceae,Pilea,"Subshrub, Forb/herb",Perennial,PR(N),,,,,,,,PIMU3,USDA PLANTS (public domain)
Pilea parietaria,Urtica parietaria,verdolaguilla,Urticaceae,Pilea,"Subshrub, Forb/herb",Perennial,PR(N),,,,,,,,PIPA7,USDA PLANTS (public domain)
Pilea rivoriae,,Antilles clearweed,Urticaceae,Pilea,"Forb/herb, Subshrub",Perennial,PR(N),,,,,,,,PIRI4,USDA PLANTS (public domain)
Pilea sanctae-crucis,,Virgin Island clearweed,Urticaceae,Pilea,"Subshrub, Forb/herb",Perennial,PR(N)VI(N),,,,,,,,PISA4,USDA PLANTS (public domain)
Pilea yunquensis,,mountain clearweed,Urticaceae,Pilea,"Subshrub, Forb/herb",Perennial,PR(N),,,,,,,,PIYU2,USDA PLANTS (public domain)
Piloblephis rigida,Satureja rigida; Pycnothymus rigidus,wild pennyroyal,Lamiaceae,Piloblephis,Shrub,Perennial,L48(N),,,,,,,,PIRI5,USDA PLANTS (public domain)
Pilocarpus racemosus,,aceitillo,Rutaceae,Pilocarpus,"Tree, Shrub",Perennial,PR(N)VI(N),,,,,,,,PIRA3,USDA PLANTS (public domain)
Pilosocereus robinii,Pilosocereus polygonus; Pilosocereus bahamensis; Pilosocereus robinii var. robinii; Pilosocereus robinii var. deeringii; Cereus robinii; Pilocereus robinii; Cephalocereus keyensis; Cephalocereus deeringii; Cereus robinii var. keyensis; Cereus robinii var. deeringii,Deering's tree cactus,Cactaceae,Pilosocereus,Tree,Perennial,L48(N),,,,,,,,PIPO4,USDA PLANTS (public domain)
Pilosocereus royenii,Pilosocereus nobilis; Cereus royenii; Cereus strictus; Pilocereus strictus; Cephalocereus nobilis; Cephalocereus royenii,Royen's tree cactus,Cactaceae,Pilosocereus,Tree,Perennial,PR(N)VI(N),,,,,,,,PIRO6,USDA PLANTS (public domain)
Pimenta dioica,Pimenta pimenta; Pimenta officinalis,allspice,Myrtaceae,Pimenta,Tree,Perennial,L48(I)HI(I)PR(I)VI(I),,,,,,,,PIDI2,USDA PLANTS (public domain)
Pimenta racemosa,,bayrumtree,Myrtaceae,Pimenta,"Tree, Shrub",Perennial,PR(N)VI(N),,,,,,,,PIRA,USDA PLANTS (public domain)
Pimenta racemosa var. grisea,Amomis grisea,bayrumtree,Myrtaceae,Pimenta,"Tree, Shrub",Perennial,PR(N)VI(N),,,,,,,,PIRAG,USDA PLANTS (public domain)
Pimenta acris,Pimenta racemosa var. racemosa; Amomis caryophyllata,bayrumtree,Myrtaceae,Pimenta,"Shrub, Tree",Perennial,PR(N)VI(N),,,,,,,,PIRAR,USDA PLANTS (public domain)
Pinaropappus parvus,,small rocklettuce,Asteraceae,Pinaropappus,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,PIPA,USDA PLANTS (public domain)
Pinaropappus roseus,,white rocklettuce,Asteraceae,Pinaropappus,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,PIRO,USDA PLANTS (public domain)
Pinaropappus roseus var. foliosus,,white rocklettuce,Asteraceae,Pinaropappus,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PIROF,USDA PLANTS (public domain)
Pinaropappus roseus var. roseus,Achyrophorus roseus,white rocklettuce,Asteraceae,Pinaropappus,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,PIROR,USDA PLANTS (public domain)
Pinckneya pubens,Pinckneya bracteata,fevertree,Rubiaceae,Pinckneya,"Shrub, Tree",Perennial,L48(N),,,,,,,,PIBR6,USDA PLANTS (public domain)
Pinus ×attenuradiata,,hybrid pine,Pinaceae,Pinus,Tree,Perennial,L48(N),,,,,,,,PIAT2,USDA PLANTS (public domain)
Pinus ×hunnewellii [parviflora × strobus],,Hunnewell pine,Pinaceae,Pinus,Tree,Perennial,L48(I),,,,,,,,PIHU3,USDA PLANTS (public domain)
Pinus ×murraybanksiana,,hybrid pine,Pinaceae,Pinus,Tree,Perennial,CAN(N)NA(N),,,,,,,,PIMU2,USDA PLANTS (public domain)
Pinus ×sondereggeri,,Sonderegger pine,Pinaceae,Pinus,Tree,Perennial,L48(N),,,,,,,,PISO,USDA PLANTS (public domain)
Pinus albicaulis,,whitebark pine,Pinaceae,Pinus,Tree,Perennial,L48(N)CAN(N),65,Yes,Yellow,Mid Summer,High,Intermediate,Long,PIAL,USDA PLANTS (public domain)
Pinus aristata,,bristlecone pine,Pinaceae,Pinus,Tree,Perennial,L48(N),40,Yes,Purple,Mid Summer,High,Intolerant,Long,PIAR,USDA PLANTS (public domain)
Pinus arizonica,,Arizona pine,Pinaceae,Pinus,Tree,Perennial,L48(N),,,,,,,,PIAR5,USDA PLANTS (public domain)
Pinus arizonica var. arizonica,Pinus ponderosa var. arizonica; Pinus ponderosa ssp. arizonica,Arizona pine,Pinaceae,Pinus,Tree,Perennial,L48(N),,,,,,,,PIARA,USDA PLANTS (public domain)
Pinus arizonica var. stormiae,Pinus arizonica ssp. stormiae,Arizona pine,Pinaceae,Pinus,Tree,Perennial,L48(N),,,,,,,,PIARS2,USDA PLANTS (public domain)
Pinus attenuata,,knobcone pine,Pinaceae,Pinus,Tree,Perennial,L48(N),,,,,,,,PIAT,USDA PLANTS (public domain)
Pinus balfouriana,,foxtail pine,Pinaceae,Pinus,Tree,Perennial,L48(N),,,,,,,,PIBA,USDA PLANTS (public domain)
Pinus balfouriana ssp. austrina,,foxtail pine,Pinaceae,Pinus,Tree,Perennial,L48(N),,,,,,,,PIBAA,USDA PLANTS (public domain)
Pinus balfouriana ssp. balfouriana,,foxtail pine,Pinaceae,Pinus,Tree,Perennial,L48(N),,,,,,,,PIBAB,USDA PLANTS (public domain)
Pinus banksiana,Pinus divaricata,jack pine,Pinaceae,Pinus,Tree,Perennial,L48(N)CAN(N),80,Yes,Yellow,Late Spring,Low,Intolerant,Short,PIBA2,USDA PLANTS (public domain)
Pinus caribaea,Pinus heterophylla; Pinus elliottii var. elliottii,Caribbean pine,Pinaceae,Pinus,Tree,Perennial,HI(I)PR(I),,,,,,,,"PICA18,PIELE2",USDA PLANTS (public domain)
Pinus cembra,,Swiss stone pine,Pinaceae,Pinus,Tree,Perennial,,,,,,,,,PICE2,USDA PLANTS (public domain)
Pinus cembroides,,Mexican pinyon,Pinaceae,Pinus,Tree,Perennial,L48(N),25,Yes,Yellow,Spring,High,Intolerant,Long,PICE,USDA PLANTS (public domain)
Pinus clausa,Pinus clausa ssp. immuginata; Pinus clausa var. immuginata; Pinus virginiana ssp. clausa,sand pine,Pinaceae,Pinus,Tree,Perennial,L48(N),80,Yes,Yellow,Fall,Low,Intermediate,Short,PICL,USDA PLANTS (public domain)
Pinus contorta,,lodgepole pine,Pinaceae,Pinus,Tree,Perennial,L48(N)AK(N)CAN(N),99,Yes,Yellow,Mid Summer,Low,Intolerant,Long,PICO,USDA PLANTS (public domain)
Pinus contorta var. bolanderi,Pinus contorta ssp. bolanderi,Bolander beach pine,Pinaceae,Pinus,Tree,Perennial,L48(N),,,,,,,,PICOB,USDA PLANTS (public domain)
Pinus contorta var. contorta,Pinus contorta ssp. contorta,beach pine,Pinaceae,Pinus,Tree,Perennial,L48(N)AK(N)CAN(N),50,Yes,Brown,Late Spring,Medium,Intolerant,Moderate,PICOC,USDA PLANTS (public domain)
Pinus contorta var. latifolia,Pinus contorta ssp. latifolia; Pinus divaricata var. latifolia; Pinus divaricata var. hendersonii,lodgepole pine,Pinaceae,Pinus,Tree,Perennial,L48(N)AK(N)CAN(N),,,,,,,,PICOL,USDA PLANTS (public domain)
Pinus murrayana,Pinus contorta var. murrayana; Pinus contorta ssp. murrayana,Sierra lodgepole pine,Pinaceae,Pinus,Tree,Perennial,L48(N),,,,,,,,PICOM,USDA PLANTS (public domain)
Pinus contorta var. yukonensis,,Yukon pine,Pinaceae,Pinus,Tree,Perennial,CAN(N)NA(N),,,,,,,,PICOY,USDA PLANTS (public domain)
